#ID,２Ｄ演出,３Ｄ演出,,,,,共通演出,機能1,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,ムービー名,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,チェイン倍率,ヘイト上限,
1,,,,,,,,NONE,SELECT,,,,,,,,,,,,,,,,,,,,,,,




32801408,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,
32801409,,,enemy_a_skill_sp0,ef_Btl_3D_Ems002SpDamage04,ROOT,enemy_a_skill_sp_set,,NONE,SELECT,,,,,,,,,,,,,,,,,,,,,,,
32801410,,,enemy_a_skill_sp0,ef_Btl_3D_Ems002SpDamage04,ROOT,enemy_a_skill_sp_set,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,150000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32801411,,,enemy_a_skill_sp0,ef_Btl_3D_Ems002SpDamage04,ROOT,enemy_a_skill_sp_set,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,100000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32801412,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801412,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32801413,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801413,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,750,0,0,,,,,,,
32801414,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801414,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32801415,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801415,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,750,0,0,,,,,,,
32801416,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801416,,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MND,3000,1000,0,0,,,,,,,
32801417,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801417,,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MND,1500,1000,0,0,,,,,,,
32801418,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801418,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32801419,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801419,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,750,0,0,,,,,,,
32801420,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801420,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32801421,,,enemy_skill0,ef_Btl_3D_Ems002SpFireBallDamage01,ROOT,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,INT,0,FIRE,MAGIC,,,,
32801421,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,750,0,0,,,,,,,
32801422,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,1,5,,,,,,,,,,,



32901101,,,enemy_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901102,,,enemy_skill_sp0,,,enemy_skill_sp_set,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901102,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901103,,,enemy_skill_sp0,,,enemy_skill_sp_set,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901103,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901104,,,enemy_skill_1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901105,,,enemy_a_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901105,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901106,,,enemy_a_skill_sp1,,,enemy_a_skill_sp0,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901106,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901107,,,enemy_b_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901107,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901108,,,enemy_b_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901108,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901109,,,enemy_c_skill_sp0,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901109,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901110,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,1000,1000,0,0,,,,,,,
32901110,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,1000,1000,0,0,,,,,,,
32901111,,,enemy_c_skill_sp1,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,1000,1000,0,0,,,,,,,
32901111,,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,1000,1000,0,0,,,,,,,
32901112,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901113,,,enemy_c_skill_sp0,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901113,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901114,,,enemy_c_skill_sp0,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,1000,1000,0,0,,,,,,,
32901114,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,1000,1000,0,0,,,,,,,
32901115,,,enemy_c_skill_sp1,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,1000,1000,0,0,,,,,,,
32901115,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,1000,1000,0,0,,,,,,,
32901116,,,enemy_c_skill_sp1,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,6,100,0,9000,0,0,0,MND,,,,,
32901117,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901118,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,10000,1000,0,0,MND,,,,,,,,
32901119,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,10000,1000,0,0,MND,,,,,,,,
32901120,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,35000,1000,0,0,,,,,,,
32901120,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,35000,1000,0,0,,,,,,,

32901201,,,enemy_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1500,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901202,,,enemy_skill_sp0,,,enemy_skill_sp_set,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901202,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901203,,,enemy_skill_sp0,,,enemy_skill_sp_set,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901203,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901204,,,enemy_skill_1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901205,,,enemy_a_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901205,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901206,,,enemy_a_skill_sp1,,,enemy_a_skill_sp0,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901206,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901207,,,enemy_b_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901207,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901208,,,enemy_b_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901208,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901209,,,enemy_c_skill_sp0,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901209,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901210,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,2000,1000,0,0,,,,,,,
32901210,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,2000,1000,0,0,,,,,,,
32901211,,,enemy_c_skill_sp1,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,2000,1000,0,0,,,,,,,
32901211,,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,2000,1000,0,0,,,,,,,
32901212,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901213,,,enemy_c_skill_sp0,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901213,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901214,,,enemy_c_skill_sp0,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,2000,1000,0,0,,,,,,,
32901214,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,2000,1000,0,0,,,,,,,
32901215,,,enemy_c_skill_sp1,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,2000,1000,0,0,,,,,,,
32901215,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,2000,1000,0,0,,,,,,,
32901216,,,enemy_c_skill_sp1,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,6,100,0,9000,0,0,0,MND,,,,,
32901217,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901218,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,10000,1000,0,0,MND,,,,,,,,
32901219,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,10000,1000,0,0,MND,,,,,,,,
32901220,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,35000,1000,0,0,,,,,,,
32901220,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,35000,1000,0,0,,,,,,,

32901301,,,enemy_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,18000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901302,,,enemy_skill_sp0,,,enemy_skill_sp_set,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901302,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901303,,,enemy_skill_sp0,,,enemy_skill_sp_set,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901303,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901304,,,enemy_skill_1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6500,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901305,,,enemy_a_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6500,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901305,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901306,,,enemy_a_skill_sp1,,,enemy_a_skill_sp0,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,10000,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901306,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901307,,,enemy_b_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6500,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901307,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901308,,,enemy_b_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,10000,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901308,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901309,,,enemy_c_skill_sp0,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901309,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901310,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,3500,1000,0,0,,,,,,,
32901310,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,3500,1000,0,0,,,,,,,
32901311,,,enemy_c_skill_sp1,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,3500,1000,0,0,,,,,,,
32901311,,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,3500,1000,0,0,,,,,,,
32901312,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901313,,,enemy_c_skill_sp0,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901313,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901314,,,enemy_c_skill_sp0,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,3500,1000,0,0,,,,,,,
32901314,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,3500,1000,0,0,,,,,,,
32901315,,,enemy_c_skill_sp1,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,3500,1000,0,0,,,,,,,
32901315,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,3500,1000,0,0,,,,,,,
32901316,,,enemy_c_skill_sp1,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,6,100,0,5000,0,0,0,MND,,,,,
32901317,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901318,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,150000,1000,0,0,MND,,,,,,,,
32901319,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,10000,1000,0,0,MND,,,,,,,,
32901320,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,11000,1000,0,0,,,,,,,
32901320,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,11000,1000,0,0,,,,,,,
32901321,,,enemy_c_skill_sp3,,,,,DEBUFF_RELEASE,SELECT,,1,1,1,1,1,1,1,1,1,100,0,,,,,,,,,,,
32901322,,,enemy_skill_0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6500,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,

32901401,,,enemy_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,18000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901402,,,enemy_skill_sp0,,,enemy_skill_sp_set,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901402,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901403,,,enemy_skill_sp0,,,enemy_skill_sp_set,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901403,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901404,,,enemy_skill_1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,8000,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901405,,,enemy_a_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,8000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901405,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901406,,,enemy_a_skill_sp1,,,enemy_a_skill_sp0,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,12000,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901406,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901407,,,enemy_b_skill_sp0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,8000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,
32901407,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901408,,,enemy_b_skill_sp1,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,12000,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
32901408,,,,,,,,ATK_UP_BY_SELF_PARAM,SELF,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901409,,,enemy_c_skill_sp0,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
32901409,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
32901410,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,5000,1000,0,0,,,,,,,
32901410,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,5000,1000,0,0,,,,,,,
32901411,,,enemy_c_skill_sp1,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,5000,1000,0,0,,,,,,,
32901411,,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,5000,1000,0,0,,,,,,,
32901412,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901413,,,enemy_c_skill_sp0,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
32901413,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
32901414,,,enemy_c_skill_sp0,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,5000,1000,0,0,,,,,,,
32901414,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,5000,1000,0,0,,,,,,,
32901415,,,enemy_c_skill_sp1,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,5000,1000,0,0,,,,,,,
32901415,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,5000,1000,0,0,,,,,,,
32901416,,,enemy_c_skill_sp1,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,6,100,0,6000,0,0,0,MND,,,,,
32901417,,,enemy_c_skill_sp1,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,7,7,2,2,ALL,ALL,ALL,ALL,0,,,,
32901418,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,250000,1000,0,0,MND,,,,,,,,
32901419,,,enemy_c_skill_sp2,,,,,HEAL_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,10000,1000,0,0,MND,,,,,,,,
32901420,,,enemy_c_skill_sp0,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,11000,1000,0,0,,,,,,,
32901420,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,11000,1000,0,0,,,,,,,
32901421,,,enemy_c_skill_sp3,,,,,DEBUFF_RELEASE,SELECT,,1,1,1,1,1,1,1,1,1,100,0,,,,,,,,,,,
32901422,,,enemy_skill_0,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,8000,0,1000,0,1,ATK,0,LIGHT,PHYSICS,,,,



33001101,,,enemy_skill_sp0,ef_Btl_3D_Emt002LaserSingleDamage02,ROOT,enemy_skill_sp_set,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,4000,0,1000,0,1,INT,0,ICE,MAGIC,,,,
